Rate_Date	Currency	Rate_Year	Rate_Month	Buying_Rate	Central_Rate	Selling_Rate	column8
2017-05-16	US DOLLAR	2016	May	304.4500	304.9500	305.4500	NULL
2017-05-17	US DOLLAR	2017	May	304.4500	304.9500	305.4500	NULL
2017-05-18	US DOLLAR	2017	May	304.4500	304.9500	305.4500	NULL
2017-05-19	US DOLLAR	2017	May	304.4500	304.9500	305.4500	NULL
2017-05-22	US DOLLAR	2017	May	304.4500	304.9500	305.4500	NULL
2017-05-23	US DOLLAR	2017	May	304.4000	304.9000	305.4000	NULL
2017-05-24	US DOLLAR	2017	May	304.4000	304.9000	305.4000	NULL
2017-05-25	US DOLLAR	2015	May	304.4000	304.9000	305.4000	NULL
2017-05-26	US DOLLAR	2017	May	304.3500	304.8500	305.3500	NULL
2017-05-30	US DOLLAR	2017	May	304.4000	304.9000	305.4000	NULL
2017-05-31	US DOLLAR	2017	May	304.4000	304.9000	305.4000	NULL
2017-06-01	US DOLLAR	2017	June	304.4500	304.9500	305.4500	NULL
2017-06-02	US DOLLAR	2017	June	304.5000	305.0000	305.5000	NULL
2017-06-05	US DOLLAR	2017	June	304.5500	305.0500	305.5500	NULL
2017-06-06	US DOLLAR	2017	June	304.5500	305.0500	305.5500	NULL
2017-06-07	US DOLLAR	2017	June	304.6000	305.1000	305.6000	NULL
2017-06-08	US DOLLAR	2017	June	304.6000	305.1000	305.6000	NULL
2017-06-09	US DOLLAR	2017	June	304.6000	305.1000	305.6000	NULL
2017-06-12	US DOLLAR	2017	June	304.6500	305.1500	305.6500	NULL
2017-06-13	US DOLLAR	2017	June	304.7000	305.2000	305.7000	NULL
2017-06-14	US DOLLAR	2017	June	304.7000	305.2000	305.7000	NULL
2017-06-15	US DOLLAR	2017	June	304.7500	305.2500	305.7500	NULL
2017-06-16	US DOLLAR	2017	June	304.7500	305.2500	305.7500	NULL
2017-06-19	US DOLLAR	2017	June	304.8000	305.3000	305.8000	NULL
2017-06-20	US DOLLAR	2017	June	304.8000	305.3000	305.8000	NULL
2017-06-21	US DOLLAR	2017	June	304.8500	305.3500	305.8500	NULL
2017-06-22	US DOLLAR	2017	June	304.8500	305.3500	305.8500	NULL
2017-06-23	US DOLLAR	2017	June	304.8500	305.3500	305.8500	NULL
2017-06-28	US DOLLAR	2017	June	304.9000	305.4000	305.9000	NULL
2017-06-29	US DOLLAR	2017	June	304.9000	305.4000	305.9000	NULL
2017-06-30	US DOLLAR	2017	June	304.9000	305.4000	305.9000	NULL
2017-07-03	US DOLLAR	2017	July	304.9500	305.4500	305.9500	NULL
2017-07-04	US DOLLAR	2017	July	304.9500	305.4500	305.9500	NULL
2017-07-05	US DOLLAR	2017	July	305.0000	305.5000	306.0000	NULL
2017-07-06	US DOLLAR	2017	July	305.0000	305.5000	306.0000	NULL
2017-07-07	US DOLLAR	2017	July	305.0000	305.5000	306.0000	NULL
2017-07-10	US DOLLAR	2017	July	305.0000	305.5000	306.0000	NULL
2017-07-11	US DOLLAR	2017	July	305.0000	305.5000	306.0000	NULL
2017-07-12	US DOLLAR	2017	July	304.9500	305.4500	305.9500	NULL
2017-07-13	US DOLLAR	2017	July	304.9500	305.4500	305.9500	NULL
2017-07-14	US DOLLAR	2017	July	304.9000	305.4000	305.9000	NULL
2017-07-17	US DOLLAR	2017	July	304.9000	305.4000	305.9000	NULL
2017-07-18	US DOLLAR	2017	July	304.8500	305.3500	305.8500	NULL
2017-07-19	US DOLLAR	2017	July	304.8500	305.3500	305.8500	NULL
2017-07-20	US DOLLAR	2017	July	304.8000	305.3000	305.8000	NULL
2017-07-21	US DOLLAR	2017	July	304.8000	305.3000	305.8000	NULL
2017-07-24	US DOLLAR	2017	July	304.7500	305.2500	305.7500	NULL
2017-07-25	US DOLLAR	2017	July	304.7500	305.2500	305.7500	NULL
2017-07-26	US DOLLAR	2017	July	304.7000	305.2000	305.7000	NULL
2017-07-27	US DOLLAR	2017	July	304.7000	305.2000	305.7000	NULL
2017-07-28	US DOLLAR	2017	July	304.6500	305.1500	305.6500	NULL
2017-07-31	US DOLLAR	2017	July	304.6500	305.1500	305.6500	NULL
2017-08-01	US DOLLAR	2017	August	304.6000	305.1000	305.6000	NULL
2017-08-02	US DOLLAR	2017	August	304.6000	305.1000	305.6000	NULL
2017-08-03	US DOLLAR	2017	August	304.5500	305.0500	305.5500	NULL
2017-08-04	US DOLLAR	2017	August	304.5500	305.0500	305.5500	NULL
2017-08-07	US DOLLAR	2017	August	304.5000	305.0000	305.5000	NULL
2017-08-08	US DOLLAR	2017	August	304.5000	305.0000	305.5000	NULL
2017-08-09	US DOLLAR	2017	August	304.5500	305.0500	305.5500	NULL
2017-08-10	US DOLLAR	2017	August	304.5500	305.0500	305.5500	NULL
2017-08-11	US DOLLAR	2017	August	304.6000	305.1000	305.6000	NULL
2017-08-14	US DOLLAR	2017	August	304.6000	305.1000	305.6000	NULL
2017-08-15	US DOLLAR	2017	August	304.6500	305.1500	305.6500	NULL
2017-08-16	US DOLLAR	2017	August	304.6500	305.1500	305.6500	NULL
2017-08-17	US DOLLAR	2017	August	304.6500	305.1500	305.6500	NULL
2017-08-18	US DOLLAR	2017	August	304.7000	305.2000	305.7000	NULL
2017-08-21	US DOLLAR	2017	August	304.7000	305.2000	305.7000	NULL
2017-08-22	US DOLLAR	2017	August	304.7500	305.2500	305.7500	NULL
2017-08-23	US DOLLAR	2017	August	304.7500	305.2500	305.7500	NULL
2017-08-24	US DOLLAR	2017	August	304.7500	305.2500	305.7500	NULL
2017-08-25	US DOLLAR	2017	August	304.8000	305.3000	305.8000	NULL
2017-08-28	US DOLLAR	2017	August	304.8000	305.3000	305.8000	NULL
2017-08-29	US DOLLAR	2017	August	304.8500	305.3500	305.8500	NULL
2017-08-30	US DOLLAR	2017	August	304.8500	305.3500	305.8500	NULL
2017-08-31	US DOLLAR	2017	August	304.8500	305.3500	305.8500	NULL
2017-09-05	US DOLLAR	2017	September	304.9000	305.4000	305.9000	NULL
2017-09-06	US DOLLAR	2017	September	304.9000	305.4000	305.9000	NULL
2017-09-07	US DOLLAR	2017	September	304.9500	305.4500	305.9500	NULL
2017-09-08	US DOLLAR	2017	September	304.9500	305.4500	305.9500	NULL
2017-09-11	US DOLLAR	2017	September	305.0000	305.5000	306.0000	NULL
2017-09-12	US DOLLAR	2017	September	305.0000	305.5000	306.0000	NULL
2017-09-13	US DOLLAR	2017	September	305.0000	305.5000	306.0000	NULL
2017-09-14	US DOLLAR	2017	September	304.9500	305.4500	305.9500	NULL
2017-09-15	US DOLLAR	2017	September	304.9500	305.4500	305.9500	NULL
2017-09-18	US DOLLAR	2017	September	304.9000	305.4000	305.9000	NULL
2017-09-19	US DOLLAR	2017	September	304.9000	305.4000	305.9000	NULL
2017-09-20	US DOLLAR	2017	September	304.8500	305.3500	305.8500	NULL
2017-09-21	US DOLLAR	2017	September	304.8500	305.3500	305.8500	NULL
2017-09-22	US DOLLAR	2017	September	304.8500	305.3500	305.8500	NULL
2017-09-25	US DOLLAR	2017	September	304.8000	305.3000	305.8000	NULL
2017-09-26	US DOLLAR	2017	September	304.8000	305.3000	305.8000	NULL
2017-09-27	US DOLLAR	2017	September	304.8000	305.3000	305.8000	NULL
2017-09-28	US DOLLAR	2017	September	304.7500	305.2500	305.7500	NULL
2017-09-29	US DOLLAR	2017	September	304.7500	305.2500	305.7500	NULL
2017-10-03	US DOLLAR	2017	October	304.7000	305.2000	305.7000	NULL
2017-10-04	US DOLLAR	2017	October	304.7000	305.2000	305.7000	NULL
2017-10-05	US DOLLAR	2017	October	304.6500	305.1500	305.6500	NULL
2017-10-06	US DOLLAR	2017	October	304.6500	305.1500	305.6500	NULL
2017-10-09	US DOLLAR	2017	October	304.6000	305.1000	305.6000	NULL
2017-10-10	US DOLLAR	2017	October	304.6000	305.1000	305.6000	NULL
2017-10-11	US DOLLAR	2017	October	304.5500	305.0500	305.5500	NULL
2017-10-12	US DOLLAR	2017	October	304.5500	305.0500	305.5500	NULL
2017-10-13	US DOLLAR	2017	October	304.0000	304.5000	305.0000	NULL
2017-10-16	US DOLLAR	2017	October	304.5500	305.0500	305.5500	NULL
2017-10-17	US DOLLAR	2017	October	304.5500	305.0500	305.5500	NULL
2017-10-18	US DOLLAR	2017	October	304.6000	305.1000	305.6000	NULL
2017-10-19	US DOLLAR	2017	October	304.6000	305.1000	305.6000	NULL
2017-10-20	US DOLLAR	2017	October	304.6500	305.1500	305.6500	NULL
2017-10-23	US DOLLAR	2017	October	304.6500	305.1500	305.6500	NULL
2017-10-24	US DOLLAR	2017	October	304.7000	305.2000	305.7000	NULL
2017-10-25	US DOLLAR	2017	October	304.7000	305.2000	305.7000	NULL
2017-10-26	US DOLLAR	2017	October	304.7500	305.2500	305.7500	NULL
2017-10-27	US DOLLAR	2017	October	304.7500	305.2500	305.7500	NULL
2017-10-30	US DOLLAR	2017	October	304.8000	305.3000	305.8000	NULL
2017-10-31	US DOLLAR	2017	October	304.8000	305.3000	305.8000	NULL
2017-11-01	US DOLLAR	2017	November	304.8500	305.3500	305.8500	NULL
2017-11-02	US DOLLAR	2017	November	304.8500	305.3500	305.8500	NULL
2017-11-03	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-06	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-07	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-08	US DOLLAR	2017	November	304.9500	305.4500	305.9500	NULL
2017-11-09	US DOLLAR	2017	November	304.9500	305.4500	305.9500	NULL
2017-11-10	US DOLLAR	2017	November	304.9500	305.4500	305.9500	NULL
2017-11-13	US DOLLAR	2017	November	305.0000	305.5000	306.0000	NULL
2017-11-14	US DOLLAR	2017	November	305.0000	305.5000	306.0000	NULL
2017-11-15	US DOLLAR	2017	November	305.0000	305.5000	306.0000	NULL
2017-11-16	US DOLLAR	2017	November	304.9500	305.4500	305.9500	NULL
2017-11-17	US DOLLAR	2017	November	304.9500	305.4500	305.9500	NULL
2017-11-20	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-21	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-22	US DOLLAR	2017	November	304.9000	305.4000	305.9000	NULL
2017-11-23	US DOLLAR	2017	November	304.8500	305.3500	305.8500	NULL
2017-11-24	US DOLLAR	2017	November	304.8500	305.3500	305.8500	NULL
2017-11-27	US DOLLAR	2017	November	304.8000	305.3000	305.8000	NULL
2017-11-28	US DOLLAR	2018	November	304.8000	305.3000	305.8000	NULL
2017-11-29	US DOLLAR	2017	November	304.7500	305.2500	305.7500	NULL
2017-11-30	US DOLLAR	2017	November	305.0000	305.5000	306.0000	NULL
2017-12-04	US DOLLAR	2017	December	306.0000	306.5000	307.0000	NULL
2017-12-05	US DOLLAR	2017	December	305.8500	306.3500	306.8500	NULL
2017-12-06	US DOLLAR	2017	December	305.5000	306.0000	306.5000	NULL
2017-12-07	US DOLLAR	2017	December	305.4500	305.9500	306.4500	NULL
2017-12-08	US DOLLAR	2017	December	305.4000	305.9000	306.4000	NULL
2017-12-11	US DOLLAR	2017	December	305.3500	305.8500	306.3500	NULL
2017-12-12	US DOLLAR	2017	December	305.3000	305.8000	306.3000	NULL
2017-12-13	US DOLLAR	2017	December	305.3000	305.8000	306.3000	NULL
2017-12-14	US DOLLAR	2017	December	305.2500	305.7500	306.2500	NULL
2017-12-15	US DOLLAR	2017	December	305.2500	305.7500	306.2500	NULL
2017-12-18	US DOLLAR	2017	December	305.2000	305.7000	306.2000	NULL
2017-12-19	US DOLLAR	2017	December	305.2000	305.7000	306.2000	NULL
2017-12-20	US DOLLAR	2017	December	305.1500	305.6500	306.1500	NULL
2017-12-21	US DOLLAR	2017	December	305.1500	305.6500	306.1500	NULL
2017-12-22	US DOLLAR	2017	December	305.1500	305.6500	306.1500	NULL
2017-12-27	US DOLLAR	2017	December	305.1000	305.6000	306.1000	NULL
2017-12-28	US DOLLAR	2017	December	305.0500	305.5500	306.0500	NULL
2017-12-29	US DOLLAR	2017	December	305.0000	305.5000	306.0000	NULL
2018-01-02	US DOLLAR	2018	January	305.0000	305.5000	306.0000	NULL
2018-01-03	US DOLLAR	2018	January	304.9500	305.4500	305.9500	NULL
2018-01-04	US DOLLAR	2018	January	304.9500	305.4500	305.9500	NULL
2018-01-05	US DOLLAR	2018	January	304.9500	305.4500	305.9500	NULL
2018-01-08	US DOLLAR	2018	January	304.9000	305.4000	305.9000	NULL
2018-01-09	US DOLLAR	2018	January	304.9000	305.4000	305.9000	NULL
2018-01-10	US DOLLAR	2018	January	304.8500	305.3500	305.8500	NULL
2018-01-11	US DOLLAR	2018	January	304.8000	305.3000	305.8000	NULL
2018-01-12	US DOLLAR	2018	January	304.8000	305.3000	305.8000	NULL
2018-01-15	US DOLLAR	2018	January	304.8000	305.3000	305.8000	NULL
2018-01-16	US DOLLAR	2018	January	304.7500	305.2500	305.7500	NULL
2018-01-17	US DOLLAR	2018	January	304.7500	305.2500	305.7500	NULL
2018-01-18	US DOLLAR	2018	January	304.7000	305.2000	305.7000	NULL
2018-01-19	US DOLLAR	2018	January	304.7000	305.2000	305.7000	NULL
2018-01-22	US DOLLAR	2018	January	304.6500	305.1500	305.6500	NULL
2018-01-23	US DOLLAR	2018	January	304.6500	305.1500	305.6500	NULL
2018-01-24	US DOLLAR	2018	January	304.6000	305.1000	305.6000	NULL
2018-01-25	US DOLLAR	2018	January	304.6500	305.1500	305.6500	NULL
2018-01-26	US DOLLAR	2018	January	304.6500	305.1500	305.6500	NULL
2018-01-29	US DOLLAR	2018	January	304.7000	305.2000	305.7000	NULL
2018-01-30	US DOLLAR	2018	January	304.7000	305.2000	305.7000	NULL
2018-01-31	US DOLLAR	2018	January	304.7000	305.2000	305.7000	NULL
2018-02-01	US DOLLAR	2018	February	304.7500	305.2500	305.7500	NULL
2018-02-02	US DOLLAR	2018	February	304.7500	305.2500	305.7500	NULL
2018-02-05	US DOLLAR	2018	February	304.8000	305.3000	305.8000	NULL
2018-02-06	US DOLLAR	2018	February	304.8000	305.3000	305.8000	NULL
2018-02-07	US DOLLAR	2018	February	304.8500	305.3500	305.8500	NULL
2018-02-08	US DOLLAR	2018	February	304.8500	305.3500	305.8500	NULL
2018-02-09	US DOLLAR	2018	February	304.8500	305.3500	305.8500	NULL
2018-02-12	US DOLLAR	2018	February	304.9000	305.4000	305.9000	NULL
2018-02-13	US DOLLAR	2018	February	304.9000	305.4000	305.9000	NULL
2018-02-14	US DOLLAR	2018	February	304.9000	305.4000	305.9000	NULL
2018-02-15	US DOLLAR	2018	February	304.9500	305.4500	305.9500	NULL
2018-02-16	US DOLLAR	2018	February	304.9500	305.4500	305.9500	NULL
2018-02-19	US DOLLAR	2018	February	305.0000	305.5000	306.0000	NULL
2018-02-20	US DOLLAR	2018	February	305.0000	305.5000	306.0000	NULL
2018-02-21	US DOLLAR	2018	February	305.0000	305.5000	306.0000	NULL
2018-02-22	US DOLLAR	2018	February	304.9500	305.4500	305.9500	NULL
2018-02-23	US DOLLAR	2018	February	304.9500	305.4500	305.9500	NULL
2018-02-26	US DOLLAR	2018	February	304.9500	305.4500	305.9500	NULL
2018-02-27	US DOLLAR	2018	February	304.9000	305.4000	305.9000	NULL
2018-02-28	US DOLLAR	2018	February	304.9000	305.4000	305.9000	NULL
2018-03-01	US DOLLAR	2018	March	304.8500	305.3500	305.8500	NULL
2018-03-02	US DOLLAR	2018	February	304.8500	305.3500	305.8500	NULL
2018-03-05	US DOLLAR	2018	March	304.8500	305.3500	305.8500	NULL
2018-03-06	US DOLLAR	2018	March	304.8000	305.3000	305.8000	NULL
2018-03-07	US DOLLAR	2018	March	304.8000	305.3000	305.8000	NULL
2018-03-08	US DOLLAR	2018	March	304.8000	305.3000	305.8000	NULL
2018-03-09	US DOLLAR	2018	March	304.8000	305.3000	305.8000	NULL
2018-03-12	US DOLLAR	2018	March	304.7500	305.2500	305.7500	NULL
2018-03-13	US DOLLAR	2018	March	304.6500	305.2000	305.7500	NULL
2018-03-14	US DOLLAR	2018	March	304.7500	305.2500	305.7500	NULL
2018-03-15	US DOLLAR	2018	March	304.7500	305.2500	305.7500	NULL
2018-03-16	US DOLLAR	2018	March	304.7500	305.2500	305.7500	NULL
2018-03-19	US DOLLAR	2018	March	304.7000	305.2000	305.7000	NULL
2018-03-20	US DOLLAR	2018	March	304.7000	305.2000	305.7000	NULL
2018-03-21	US DOLLAR	2018	March	304.7000	305.2000	305.7000	NULL
2018-03-22	US DOLLAR	2018	March	304.7000	305.2000	305.7000	NULL
2018-03-23	US DOLLAR	2018	March	304.7000	305.2000	305.7000	NULL
2018-03-26	US DOLLAR	2018	March	304.6500	305.1500	305.6500	NULL
2018-03-27	US DOLLAR	2018	March	304.6500	305.1500	305.6500	NULL
2018-03-28	US DOLLAR	2018	March	304.6500	305.1500	305.6500	NULL
2018-03-29	US DOLLAR	2018	March	304.6500	305.1500	305.6500	NULL
2018-04-03	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-04	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-05	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-06	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-09	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-10	US DOLLAR	2018	April	304.5500	305.0500	305.5500	NULL
2018-04-11	US DOLLAR	2018	April	304.5500	305.0500	305.5500	NULL
2018-04-12	US DOLLAR	2018	April	304.5500	305.0500	305.5500	NULL
2018-04-13	US DOLLAR	2018	April	304.5500	305.0500	305.5500	NULL
2018-04-16	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-17	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-18	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-19	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-20	US DOLLAR	2018	April	304.6000	305.1000	305.6000	NULL
2018-04-23	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-24	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-25	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-26	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-27	US DOLLAR	2018	April	304.6500	305.1500	305.6500	NULL
2018-04-30	US DOLLAR	2018	April	304.7000	305.2000	305.7000	NULL
2018-05-02	US DOLLAR	2018	May	304.7000	305.2000	305.7000	NULL
2018-05-03	US DOLLAR	2018	May	304.7000	305.2000	305.7000	NULL
2018-05-04	US DOLLAR	2018	May	304.7000	305.2000	305.7000	NULL
2018-05-07	US DOLLAR	2018	May	304.7500	305.2500	305.7500	NULL
2018-05-08	US DOLLAR	2018	May	304.7500	305.2500	305.7500	NULL
2018-05-09	US DOLLAR	2018	May	304.7500	305.2500	305.7500	NULL
2018-05-10	US DOLLAR	2018	May	304.7500	305.2500	305.7500	NULL
2018-05-11	US DOLLAR	2018	May	304.8000	305.3000	305.8000	NULL
2018-05-14	US DOLLAR	2018	May	304.8000	305.3000	305.8000	NULL
2018-05-15	US DOLLAR	2018	May	304.8000	305.3000	305.8000	NULL
2018-05-16	US DOLLAR	2018	May	304.8500	305.3500	305.8500	NULL
2018-05-17	US DOLLAR	2018	May	304.8500	305.3500	305.8500	NULL
2018-05-18	US DOLLAR	2018	May	304.8500	305.3500	305.8500	NULL
2018-05-21	US DOLLAR	2018	May	304.8500	305.3500	305.8500	NULL
2018-05-22	US DOLLAR	2018	May	304.9000	305.4000	305.9000	NULL
2018-05-23	US DOLLAR	2018	May	304.9000	305.4000	305.9000	NULL
2018-05-24	US DOLLAR	2018	May	304.9000	305.4000	305.9000	NULL
2018-05-25	US DOLLAR	2018	May	304.9000	305.4000	305.9000	NULL
2018-05-28	US DOLLAR	2018	May	304.9500	305.4500	305.9500	NULL
2018-05-30	US DOLLAR	2018	May	304.9500	305.4500	305.9500	NULL
2018-05-31	US DOLLAR	2018	May	304.9500	305.4500	305.9500	NULL
2018-06-01	US DOLLAR	2018	June	305.0000	305.5000	306.0000	NULL
2018-06-04	US DOLLAR	2018	June	305.0000	305.5000	306.0000	NULL
2018-06-05	US DOLLAR	2018	June	305.0000	305.5000	306.0000	NULL
2018-06-06	US DOLLAR	2018	June	304.9500	305.4500	305.9500	NULL
2018-06-07	US DOLLAR	2018	June	304.9500	305.4500	305.9500	NULL
2018-06-08	US DOLLAR	2018	June	304.9500	305.4500	305.9500	NULL
2018-06-11	US DOLLAR	2018	June	304.9000	305.4000	305.9000	NULL
2018-06-12	US DOLLAR	2018	June	304.9000	305.4000	305.9000	NULL
2018-06-13	US DOLLAR	2018	June	304.9000	305.4000	305.9000	NULL
2018-06-14	US DOLLAR	2018	June	304.8500	305.3500	305.8500	NULL
2018-06-19	US DOLLAR	2018	June	304.8500	305.3500	305.8500	NULL
2018-06-20	US DOLLAR	2018	June	304.8500	305.3500	305.8500	NULL
2018-06-21	US DOLLAR	2018	June	304.8000	305.3000	305.8000	NULL
2018-06-22	US DOLLAR	2018	June	304.8000	305.3000	305.8000	NULL
2018-06-25	US DOLLAR	2018	June	304.8000	305.3000	305.8000	NULL
2018-06-26	US DOLLAR	2018	June	304.8000	305.3000	305.8000	NULL
2018-06-27	US DOLLAR	2018	June	304.7500	305.2500	305.7500	NULL
2018-06-28	US DOLLAR	2018	June	304.7500	305.2500	305.7500	NULL
2018-06-29	US DOLLAR	2018	June	304.7500	305.2500	305.7500	NULL
2018-07-02	US DOLLAR	2018	July	304.7500	305.2500	305.7500	NULL
2018-07-03	US DOLLAR	2018	July	304.7000	305.2000	305.7000	NULL
2018-07-04	US DOLLAR	2018	July	304.7000	305.2000	305.7000	NULL
2018-07-05	US DOLLAR	2018	July	304.7000	305.2000	305.7000	NULL
2018-07-06	US DOLLAR	2018	July	304.7000	305.2000	305.7000	NULL
2018-07-09	US DOLLAR	2018	July	304.7500	305.2500	305.7500	NULL
2018-07-10	US DOLLAR	2018	July	304.7500	305.2500	305.7500	NULL
2018-07-11	US DOLLAR	2018	July	304.7500	305.2500	305.7500	NULL
2018-07-12	US DOLLAR	2018	July	304.8000	305.3000	305.8000	NULL
2018-07-13	US DOLLAR	2018	July	304.8000	305.3000	305.8000	NULL
2018-07-16	US DOLLAR	2018	July	304.8000	305.3000	305.8000	NULL
2018-07-17	US DOLLAR	2018	July	304.8000	305.3000	305.8000	NULL
2018-07-18	US DOLLAR	2018	July	304.8500	305.3500	305.8500	NULL
2018-07-19	US DOLLAR	2018	July	304.8500	305.3500	305.8500	NULL
2018-07-20	US DOLLAR	2018	July	304.8500	305.3500	305.8500	NULL
2018-07-23	US DOLLAR	2018	July	304.8500	305.3500	305.8500	NULL
2018-07-24	US DOLLAR	2018	July	304.9000	305.4000	305.9000	NULL
2018-07-25	US DOLLAR	2018	July	304.9000	305.4000	305.9000	NULL
2018-07-26	US DOLLAR	2018	July	304.9000	305.4000	305.9000	NULL
2018-07-27	US DOLLAR	2018	July	304.9000	305.4000	305.9000	NULL
2018-07-30	US DOLLAR	2018	July	304.9000	305.4000	305.9000	NULL
2018-07-31	US DOLLAR	2018	July	304.8500	305.3500	305.8500	NULL
2018-08-01	US DOLLAR	2018	August	304.9500	305.4500	305.9500	NULL
2018-08-02	US DOLLAR	2018	August	304.9500	305.4500	305.9500	NULL
2018-08-03	US DOLLAR	2018	August	304.9500	305.4500	305.9500	NULL
2018-08-06	US DOLLAR	2018	August	305.0000	305.5000	306.0000	NULL
2018-08-07	US DOLLAR	2018	August	305.0000	305.5000	306.0000	NULL
2018-08-08	US DOLLAR	2018	August	305.0000	305.5000	306.0000	NULL
2018-08-09	US DOLLAR	2018	August	305.0000	305.5000	306.0000	NULL
2018-08-10	US DOLLAR	2018	August	305.0000	305.5000	306.0000	NULL
2018-08-13	US DOLLAR	2018	August	305.0500	305.5500	306.0500	NULL
2018-08-14	US DOLLAR	2018	August	305.0500	305.5500	306.0500	NULL
2018-08-15	US DOLLAR	2018	August	305.0500	305.5500	306.0500	NULL
2018-08-16	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-17	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-20	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-23	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-24	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-27	US DOLLAR	2018	August	305.1000	305.6000	306.1000	NULL
2018-08-28	US DOLLAR	2018	August	305.1500	305.6500	306.1500	NULL
2018-08-29	US DOLLAR	2018	August	305.1500	305.6500	306.1500	NULL
2018-08-30	US DOLLAR	2018	August	305.1500	305.6500	306.1500	NULL
2018-08-31	US DOLLAR	2018	August	305.1500	305.6500	306.1500	NULL
2018-09-03	US DOLLAR	2018	September	305.1500	305.6500	306.1500	NULL
2018-09-04	US DOLLAR	2018	September	305.2000	305.7000	306.2000	NULL
2018-09-05	US DOLLAR	2018	September	305.2000	305.7000	306.2000	NULL
2018-09-06	US DOLLAR	2018	September	305.2000	305.7000	306.2000	NULL
2018-09-07	US DOLLAR	2018	September	305.2000	305.7000	306.2000	NULL
2018-09-10	US DOLLAR	2018	September	305.2500	305.7500	306.2500	NULL
2018-09-11	US DOLLAR	2018	September	305.2500	305.7500	306.2500	NULL
2018-09-12	US DOLLAR	2018	August	305.2500	305.7500	306.2500	NULL
2018-09-13	US DOLLAR	2018	September	305.2500	305.7500	306.2500	NULL
2018-09-14	US DOLLAR	2018	September	305.2500	305.7500	306.2500	NULL
2018-09-17	US DOLLAR	2018	September	305.3000	305.8000	306.3000	NULL
2018-09-18	US DOLLAR	2018	September	305.3000	305.8000	306.3000	NULL
2018-09-19	US DOLLAR	2018	September	305.3000	305.8000	306.3000	NULL
2018-09-20	US DOLLAR	2018	September	305.3000	305.8000	306.3000	NULL
2018-09-21	US DOLLAR	2018	September	305.3000	305.8000	306.3000	NULL
2018-09-24	US DOLLAR	2018	September	305.3500	305.8500	306.3500	NULL
2018-09-25	US DOLLAR	2018	September	305.3500	305.8500	306.3500	NULL
2018-09-26	US DOLLAR	2018	September	305.3500	305.8500	306.3500	NULL
2018-09-27	US DOLLAR	2018	September	305.3500	305.8500	306.3500	NULL
2018-09-28	US DOLLAR	2018	September	305.3500	305.8500	306.3500	NULL
2018-10-02	US DOLLAR	2018	October	305.4000	305.9000	306.4000	NULL
2018-10-03	US DOLLAR	2018	October	305.4000	305.9000	306.4000	NULL
2018-10-04	US DOLLAR	2018	October	305.4000	305.9000	306.4000	NULL
2018-10-05	US DOLLAR	2018	October	305.4000	305.9000	306.4000	NULL
2018-10-08	US DOLLAR	2018	October	305.4500	305.9500	306.4500	NULL
2018-10-09	US DOLLAR	2018	October	305.4500	305.9500	306.4500	NULL
2018-10-10	US DOLLAR	2018	October	305.4500	305.9500	306.4500	NULL
2018-10-11	US DOLLAR	2018	October	305.4500	305.9500	306.4500	NULL
2018-10-12	US DOLLAR	2018	October	305.4500	305.9500	306.4500	NULL
2018-10-15	US DOLLAR	2018	October	305.5000	306.0000	306.5000	NULL
2018-10-16	US DOLLAR	2018	October	305.5000	306.0000	306.5000	NULL
2018-10-17	US DOLLAR	2018	October	305.5000	306.0000	306.5000	NULL
2018-10-18	US DOLLAR	2018	October	305.5000	306.0000	306.5000	NULL
2018-10-19	US DOLLAR	2018	October	305.5000	306.0000	306.5000	NULL
2018-10-22	US DOLLAR	2018	October	305.5500	306.0500	306.5500	NULL
2018-10-23	US DOLLAR	2018	October	305.5500	306.0500	306.5500	NULL
